State,District,Season,Crop,Year,Area,Production,Yield
Telangana,Mahbubnagar,Kharif,Dry chillies,2022,191.0,279.0,1.46
Telangana,Mahbubnagar,Rabi,Dry chillies,2019,12.0,71.0,5.92
Telangana,Mahbubnagar,Rabi,Dry chillies,2020,37.0,220.0,5.95
Telangana,Mahbubnagar,Rabi,Dry chillies,2021,38.0,194.0,5.11
Telangana,Mahbubnagar,Rabi,Dry chillies,2022,15.0,76.0,5.07
Telangana,Mancherial,Kharif,Dry chillies,2018,486.0,1747.0,3.59
Telangana,Mancherial,Kharif,Dry chillies,2019,391.0,1748.0,4.47
Telangana,Mancherial,Kharif,Dry chillies,2020,348.0,3965.0,11.39
Telangana,Mancherial,Kharif,Dry chillies,2021,573.0,2634.0,4.6
Telangana,Mancherial,Kharif,Dry chillies,2022,390.0,2420.0,6.21
Telangana,Mancherial,Rabi,Dry chillies,2019,7.0,41.0,5.86
Telangana,Mancherial,Rabi,Dry chillies,2020,52.0,315.0,6.06
Telangana,Mancherial,Rabi,Dry chillies,2021,121.0,617.0,5.1
Telangana,Mancherial,Rabi,Dry chillies,2022,166.0,844.0,5.08
Telangana,Medak,Kharif,Dry chillies,2018,11.0,47.0,4.27
Telangana,Medak,Kharif,Dry chillies,2019,2.0,11.0,5.5
Telangana,Medak,Kharif,Dry chillies,2020,10.0,58.0,5.8
Telangana,Medak,Kharif,Dry chillies,2021,10.0,28.0,2.8
Telangana,Medak,Kharif,Dry chillies,2022,6.0,22.0,3.67
Telangana,Medak,Rabi,Dry chillies,2018,10.0,61.0,6.1
Telangana,Medak,Rabi,Dry chillies,2020,5.0,29.0,5.8
Telangana,Medak,Rabi,Dry chillies,2021,18.0,92.0,5.11
Telangana,Medak,Rabi,Dry chillies,2022,6.0,31.0,5.17
Telangana,Medchal,Rabi,Dry chillies,2019,5.0,29.0,5.8
Telangana,Medchal,Rabi,Dry chillies,2021,5.0,25.0,5.0
Telangana,Medchal,Rabi,Dry chillies,2022,3.0,15.0,5.0
Telangana,Mulugu,Kharif,Dry chillies,2018,4040.0,16564.0,4.1
Telangana,Mulugu,Kharif,Dry chillies,2019,4027.0,20485.0,5.09
Telangana,Mulugu,Kharif,Dry chillies,2020,2964.0,17441.0,5.88
Telangana,Mulugu,Kharif,Dry chillies,2021,3839.0,10638.0,2.77
Telangana,Mulugu,Kharif,Dry chillies,2022,352.0,1120.0,3.18
Telangana,Mulugu,Rabi,Dry chillies,2018,3256.0,21389.0,6.57
Telangana,Mulugu,Rabi,Dry chillies,2019,3815.0,27415.0,7.19
Telangana,Mulugu,Rabi,Dry chillies,2020,5120.0,31104.0,6.08
Telangana,Mulugu,Rabi,Dry chillies,2021,6184.0,36683.0,5.93
Telangana,Mulugu,Rabi,Dry chillies,2022,7873.0,36909.0,4.69
Telangana,Nagarkurnool,Kharif,Dry chillies,2018,761.0,3268.0,4.29
Telangana,Nagarkurnool,Kharif,Dry chillies,2019,702.0,3763.0,5.36
Telangana,Nagarkurnool,Kharif,Dry chillies,2020,1039.0,4304.0,4.14
Telangana,Nagarkurnool,Kharif,Dry chillies,2021,1972.0,11909.0,6.04
Telangana,Nagarkurnool,Kharif,Dry chillies,2022,2534.0,11302.0,4.46
Telangana,Nagarkurnool,Rabi,Dry chillies,2018,84.0,516.0,6.14
Telangana,Nagarkurnool,Rabi,Dry chillies,2019,84.0,495.0,5.89
Telangana,Nagarkurnool,Rabi,Dry chillies,2020,456.0,2736.0,6.0
Telangana,Nagarkurnool,Rabi,Dry chillies,2021,121.0,617.0,5.1
Telangana,Nagarkurnool,Rabi,Dry chillies,2022,172.0,728.0,4.23
Telangana,Nalgonda,Kharif,Dry chillies,2018,1506.0,5211.0,3.46
Telangana,Nalgonda,Kharif,Dry chillies,2019,1070.0,7839.0,7.33
Telangana,Nalgonda,Kharif,Dry chillies,2020,808.0,5749.0,7.12
Telangana,Nalgonda,Kharif,Dry chillies,2021,1498.0,7056.0,4.71
Telangana,Nalgonda,Kharif,Dry chillies,2022,1054.0,5180.0,4.91
Telangana,Nalgonda,Rabi,Dry chillies,2018,60.0,369.0,6.15
Telangana,Nalgonda,Rabi,Dry chillies,2019,63.0,371.0,5.89
Telangana,Nalgonda,Rabi,Dry chillies,2020,9.0,56.0,6.22
Telangana,Nalgonda,Rabi,Dry chillies,2021,150.0,765.0,5.1
Telangana,Nalgonda,Rabi,Dry chillies,2022,247.0,1256.0,5.09
Telangana,Narayanapet,Kharif,Dry chillies,2018,53.0,228.0,4.3
Telangana,Narayanapet,Kharif,Dry chillies,2019,9.0,48.0,5.33
Telangana,Narayanapet,Kharif,Dry chillies,2020,27.0,166.0,6.15
Telangana,Narayanapet,Kharif,Dry chillies,2021,102.0,285.0,2.79
Telangana,Narayanapet,Kharif,Dry chillies,2022,96.0,359.0,3.74
Telangana,Narayanapet,Rabi,Dry chillies,2021,46.0,234.0,5.09
Telangana,Narayanapet,Rabi,Dry chillies,2022,41.0,209.0,5.1
Telangana,Nirmal,Kharif,Dry chillies,2018,236.0,834.0,3.53
Telangana,Nirmal,Kharif,Dry chillies,2019,78.0,183.0,2.35
Telangana,Nirmal,Kharif,Dry chillies,2020,107.0,622.0,5.81
Telangana,Nirmal,Kharif,Dry chillies,2021,88.0,422.0,4.8
Telangana,Nirmal,Kharif,Dry chillies,2022,75.0,280.0,3.73
Telangana,Nirmal,Rabi,Dry chillies,2019,10.0,59.0,5.9
Telangana,Nirmal,Rabi,Dry chillies,2020,19.0,116.0,6.11
Telangana,Nirmal,Rabi,Dry chillies,2021,18.0,92.0,5.11
Telangana,Nirmal,Rabi,Dry chillies,2022,6.0,31.0,5.17
Telangana,Nizamabad,Kharif,Dry chillies,2018,94.0,404.0,4.3
Telangana,Nizamabad,Kharif,Dry chillies,2019,20.0,107.0,5.35
Telangana,Nizamabad,Kharif,Dry chillies,2020,15.0,88.0,5.87
Telangana,Nizamabad,Kharif,Dry chillies,2021,20.0,56.0,2.8
Telangana,Nizamabad,Kharif,Dry chillies,2022,6.0,22.0,3.67
Telangana,Nizamabad,Rabi,Dry chillies,2018,231.0,1419.0,6.14
Telangana,Nizamabad,Rabi,Dry chillies,2019,37.0,218.0,5.89
Telangana,Nizamabad,Rabi,Dry chillies,2020,64.0,393.0,6.14
Telangana,Nizamabad,Rabi,Dry chillies,2021,68.0,347.0,5.1
Telangana,Nizamabad,Rabi,Dry chillies,2022,25.0,127.0,5.08
Telangana,Peddapalli,Kharif,Dry chillies,2018,407.0,1748.0,4.29
Telangana,Peddapalli,Kharif,Dry chillies,2019,316.0,1694.0,5.36
Telangana,Peddapalli,Kharif,Dry chillies,2020,375.0,2017.0,5.38
Telangana,Peddapalli,Kharif,Dry chillies,2021,496.0,899.0,1.81
Telangana,Peddapalli,Kharif,Dry chillies,2022,306.0,1077.0,3.52
Telangana,Peddapalli,Rabi,Dry chillies,2021,44.0,224.0,5.09
Telangana,Peddapalli,Rabi,Dry chillies,2022,13.0,66.0,5.08
Telangana,Rajanna,Kharif,Dry chillies,2018,52.0,223.0,4.29
Telangana,Rajanna,Kharif,Dry chillies,2019,6.0,32.0,5.33
Telangana,Rajanna,Kharif,Dry chillies,2020,35.0,207.0,5.91
Telangana,Rajanna,Kharif,Dry chillies,2021,71.0,198.0,2.79
Telangana,Rajanna,Kharif,Dry chillies,2022,87.0,325.0,3.74
Telangana,Rajanna,Rabi,Dry chillies,2021,25.0,127.0,5.08
Telangana,Rajanna,Rabi,Dry chillies,2022,12.0,61.0,5.08
Telangana,Rangareddi,Kharif,Dry chillies,2018,19.0,82.0,4.32
Telangana,Rangareddi,Kharif,Dry chillies,2019,13.0,70.0,5.38
Telangana,Rangareddi,Kharif,Dry chillies,2020,50.0,309.0,6.18
Telangana,Rangareddi,Kharif,Dry chillies,2021,205.0,573.0,2.8
Telangana,Rangareddi,Kharif,Dry chillies,2022,186.0,695.0,3.74
Telangana,Rangareddi,Rabi,Dry chillies,2018,24.0,147.0,6.13
Telangana,Rangareddi,Rabi,Dry chillies,2019,43.0,253.0,5.88
Telangana,Rangareddi,Rabi,Dry chillies,2020,19.0,119.0,6.26
Telangana,Rangareddi,Rabi,Dry chillies,2021,115.0,586.0,5.1
Telangana,Rangareddi,Rabi,Dry chillies,2022,41.0,209.0,5.1
Telangana,Sangareddy,Kharif,Dry chillies,2018,104.0,447.0,4.3
Telangana,Sangareddy,Kharif,Dry chillies,2019,45.0,241.0,5.36
Telangana,Sangareddy,Kharif,Dry chillies,2020,129.0,775.0,6.01
Telangana,Sangareddy,Kharif,Dry chillies,2021,73.0,204.0,2.79
Telangana,Sangareddy,Kharif,Dry chillies,2022,47.0,176.0,3.74
Telangana,Sangareddy,Rabi,Dry chillies,2018,2.0,12.0,6.0
Telangana,Sangareddy,Rabi,Dry chillies,2019,12.0,71.0,5.92
Telangana,Sangareddy,Rabi,Dry chillies,2020,20.0,126.0,6.3
Telangana,Sangareddy,Rabi,Dry chillies,2021,55.0,280.0,5.09
Telangana,Sangareddy,Rabi,Dry chillies,2022,52.0,264.0,5.08
Telangana,Siddipet,Kharif,Dry chillies,2018,31.0,133.0,4.29
Telangana,Siddipet,Kharif,Dry chillies,2019,40.0,214.0,5.35
Telangana,Siddipet,Kharif,Dry chillies,2020,34.0,209.0,6.15
Telangana,Siddipet,Kharif,Dry chillies,2021,42.0,117.0,2.79
Telangana,Siddipet,Kharif,Dry chillies,2022,16.0,60.0,3.75
Telangana,Siddipet,Rabi,Dry chillies,2018,3.0,18.0,6.0
Telangana,Siddipet,Rabi,Dry chillies,2019,17.0,100.0,5.88
Telangana,Siddipet,Rabi,Dry chillies,2020,22.0,124.0,5.64
Telangana,Siddipet,Rabi,Dry chillies,2021,52.0,265.0,5.1
Telangana,Siddipet,Rabi,Dry chillies,2022,32.0,163.0,5.09
Telangana,Suryapet,Kharif,Dry chillies,2018,4167.0,20018.0,4.8
Telangana,Suryapet,Kharif,Dry chillies,2019,5908.0,33327.0,5.64
Telangana,Suryapet,Kharif,Dry chillies,2020,5028.0,27438.0,5.46
Telangana,Suryapet,Kharif,Dry chillies,2021,8618.0,31697.0,3.68
Telangana,Suryapet,Kharif,Dry chillies,2022,5435.0,21017.0,3.87
Telangana,Suryapet,Rabi,Dry chillies,2018,489.0,3005.0,6.15
Telangana,Suryapet,Rabi,Dry chillies,2019,709.0,4177.0,5.89
Telangana,Suryapet,Rabi,Dry chillies,2020,265.0,2985.0,11.26
Telangana,Suryapet,Rabi,Dry chillies,2021,157.0,574.0,3.66
Telangana,Suryapet,Rabi,Dry chillies,2022,82.0,304.0,3.71
Telangana,Vikarabad,Kharif,Dry chillies,2018,159.0,683.0,4.3
Telangana,Vikarabad,Kharif,Dry chillies,2019,126.0,675.0,5.36
Telangana,Vikarabad,Kharif,Dry chillies,2020,170.0,1033.0,6.08
Telangana,Vikarabad,Kharif,Dry chillies,2021,30.0,84.0,2.8
Telangana,Vikarabad,Kharif,Dry chillies,2022,60.0,224.0,3.73
Telangana,Vikarabad,Rabi,Dry chillies,2021,11.0,56.0,5.09
Telangana,Vikarabad,Rabi,Dry chillies,2022,36.0,183.0,5.08
Telangana,Wanaparthy,Kharif,Dry chillies,2018,333.0,1430.0,4.29
Telangana,Wanaparthy,Kharif,Dry chillies,2019,406.0,2176.0,5.36
Telangana,Wanaparthy,Kharif,Dry chillies,2020,494.0,3137.0,6.35
Telangana,Wanaparthy,Kharif,Dry chillies,2021,862.0,3178.0,3.69
Telangana,Wanaparthy,Kharif,Dry chillies,2022,1114.0,4859.0,4.36
Telangana,Wanaparthy,Rabi,Dry chillies,2018,48.0,295.0,6.15
Telangana,Wanaparthy,Rabi,Dry chillies,2020,24.0,143.0,5.96
Telangana,Wanaparthy,Rabi,Dry chillies,2021,126.0,642.0,5.1
Telangana,Wanaparthy,Rabi,Dry chillies,2022,22.0,112.0,5.09
Telangana,Warangal,Kharif,Dry chillies,2018,5480.0,31921.0,5.83
Telangana,Warangal,Kharif,Dry chillies,2019,4421.0,18551.0,4.2
Telangana,Warangal,Kharif,Dry chillies,2020,5433.0,29311.0,5.39
Telangana,Warangal,Kharif,Dry chillies,2021,7518.0,8240.0,1.1
Telangana,Warangal,Kharif,Dry chillies,2022,2509.0,5497.0,2.19
Telangana,Warangal,Rabi,Dry chillies,2018,809.0,4364.0,5.39
Telangana,Warangal,Rabi,Dry chillies,2019,1475.0,6185.0,4.19
Telangana,Warangal,Rabi,Dry chillies,2020,968.0,4723.0,4.88
Telangana,Warangal,Rabi,Dry chillies,2021,758.0,704.0,0.93
Telangana,Warangal,Rabi,Dry chillies,2022,2163.0,4410.0,2.04
Telangana,Warangal urban,Kharif,Dry chillies,2018,192.0,824.0,4.29
Telangana,Warangal urban,Kharif,Dry chillies,2019,108.0,579.0,5.36
Telangana,Warangal urban,Kharif,Dry chillies,2020,193.0,1164.0,6.03
Telangana,Warangal urban,Kharif,Dry chillies,2021,3896.0,11493.0,2.95
Telangana,Warangal urban,Kharif,Dry chillies,2022,1959.0,10224.0,5.22
Telangana,Warangal urban,Rabi,Dry chillies,2019,6.0,35.0,5.83
Telangana,Warangal urban,Rabi,Dry chillies,2020,70.0,422.0,6.03
Telangana,Warangal urban,Rabi,Dry chillies,2021,117.0,596.0,5.09
Telangana,Warangal urban,Rabi,Dry chillies,2022,198.0,1007.0,5.09
Telangana,Yadadri,Kharif,Dry chillies,2018,64.0,275.0,4.3
Telangana,Yadadri,Kharif,Dry chillies,2019,57.0,306.0,5.37
Telangana,Yadadri,Kharif,Dry chillies,2020,37.0,229.0,6.19
Telangana,Yadadri,Kharif,Dry chillies,2021,75.0,210.0,2.8
Telangana,Yadadri,Kharif,Dry chillies,2022,61.0,228.0,3.74
Telangana,Yadadri,Rabi,Dry chillies,2019,2.0,12.0,6.0
Telangana,Yadadri,Rabi,Dry chillies,2020,35.0,211.0,6.03
Telangana,Yadadri,Rabi,Dry chillies,2021,65.0,331.0,5.09
Telangana,Yadadri,Rabi,Dry chillies,2022,29.0,147.0,5.07
Telangana,Adilabad,Kharif,Garlic,2021,1.0,4.0,4.0
Telangana,Adilabad,Rabi,Garlic,2018,10.0,26.0,2.6
Telangana,Adilabad,Rabi,Garlic,2019,1.0,5.0,5.0
Telangana,Adilabad,Rabi,Garlic,2020,1.0,0.0,0.0
Telangana,Jagitial,Rabi,Garlic,2021,1.0,4.0,4.0
Telangana,Jagitial,Rabi,Garlic,2022,3.0,9.0,3.0
Telangana,Kamareddy,Rabi,Garlic,2019,2.0,9.0,4.5
Telangana,Kamareddy,Rabi,Garlic,2020,9.0,0.0,0.0
Telangana,Karimnagar,Rabi,Garlic,2021,1.0,4.0,4.0
Telangana,Khammam,Kharif,Garlic,2020,1.0,0.0,0.0
Telangana,Khammam,Rabi,Garlic,2020,12.0,0.0,0.0
Telangana,Mahbubnagar,Rabi,Garlic,2021,1.0,4.0,4.0
Telangana,Mancherial,Rabi,Garlic,2021,2.0,8.0,4.0
Telangana,Medak,Rabi,Garlic,2019,2.0,9.0,4.5
Telangana,Narayanapet,Rabi,Garlic,2021,3.0,12.0,4.0
Telangana,Nirmal,Rabi,Garlic,2018,20.0,51.0,2.55
Telangana,Nirmal,Rabi,Garlic,2019,5.0,24.0,4.8
Telangana,Nirmal,Rabi,Garlic,2020,5.0,0.0,0.0
Telangana,Nizamabad,Rabi,Garlic,2018,32.0,82.0,2.56
Telangana,Nizamabad,Rabi,Garlic,2019,3.0,11.0,3.67
Telangana,Nizamabad,Rabi,Garlic,2020,2.0,0.0,0.0
Telangana,Nizamabad,Rabi,Garlic,2021,1.0,4.0,4.0
Telangana,Peddapalli,Rabi,Garlic,2021,1.0,4.0,4.0
Telangana,Rajanna,Rabi,Garlic,2020,4.0,0.0,0.0
Telangana,Rajanna,Rabi,Garlic,2021,1.0,4.0,4.0
Telangana,Rangareddi,Kharif,Garlic,2020,2.0,0.0,0.0
Telangana,Sangareddy,Kharif,Garlic,2022,1.0,3.0,3.0
Telangana,Sangareddy,Rabi,Garlic,2018,2.0,5.0,2.5
Telangana,Sangareddy,Rabi,Garlic,2020,26.0,0.0,0.0
Telangana,Sangareddy,Rabi,Garlic,2021,28.0,91.0,3.25
Telangana,Sangareddy,Rabi,Garlic,2022,2.0,6.0,3.0
Telangana,Siddipet,Rabi,Garlic,2018,21.0,54.0,2.57
Telangana,Siddipet,Rabi,Garlic,2019,10.0,50.0,5.0
Telangana,Siddipet,Rabi,Garlic,2020,18.0,0.0,0.0
Telangana,Siddipet,Rabi,Garlic,2021,15.0,79.0,5.27
Telangana,Vikarabad,Kharif,Garlic,2021,2.0,4.0,2.0
Telangana,Vikarabad,Rabi,Garlic,2020,5.0,0.0,0.0
Telangana,Vikarabad,Rabi,Garlic,2021,2.0,8.0,4.0
Telangana,Wanaparthy,Kharif,Garlic,2020,1.0,0.0,0.0
Telangana,Warangal,Rabi,Garlic,2020,1.0,0.0,0.0
Telangana,Warangal urban,Rabi,Garlic,2018,1.0,2.0,2.0
Telangana,Adilabad,Kharif,Ginger,2018,2.0,14.0,7.0
Telangana,Adilabad,Kharif,Ginger,2019,3.0,20.0,6.67
Telangana,Adilabad,Kharif,Ginger,2020,1.0,9.0,9.0
Telangana,Adilabad,Kharif,Ginger,2021,1.0,9.0,9.0
Telangana,Adilabad,Kharif,Ginger,2022,1.0,9.0,9.0
Telangana,Adilabad,Rabi,Ginger,2021,1.0,9.0,9.0
Telangana,Bhadradri,Kharif,Ginger,2022,1.0,9.0,9.0
Telangana,Jagitial,Kharif,Ginger,2021,2.0,19.0,9.5
Telangana,Jangoan,Kharif,Ginger,2019,15.0,99.0,6.6
Telangana,Jangoan,Kharif,Ginger,2020,13.0,116.0,8.92
Telangana,Jangoan,Kharif,Ginger,2021,8.0,33.0,4.13
Telangana,Jangoan,Rabi,Ginger,2020,1.0,9.0,9.0
Telangana,Jangoan,Rabi,Ginger,2021,3.0,28.0,9.33
Telangana,Kamareddy,Kharif,Ginger,2020,3.0,27.0,9.0
Telangana,Kamareddy,Kharif,Ginger,2021,5.0,47.0,9.4
Telangana,Kamareddy,Kharif,Ginger,2022,2.0,18.0,9.0
Telangana,Kamareddy,Rabi,Ginger,2020,1.0,9.0,9.0
Telangana,Karimnagar,Kharif,Ginger,2020,4.0,36.0,9.0
Telangana,Karimnagar,Kharif,Ginger,2021,1.0,9.0,9.0
Telangana,Khammam,Kharif,Ginger,2020,9.0,80.0,8.89
Telangana,Khammam,Kharif,Ginger,2021,4.0,38.0,9.5
Telangana,Khammam,Kharif,Ginger,2022,1.0,9.0,9.0
Telangana,Khammam,Rabi,Ginger,2020,1.0,9.0,9.0
Telangana,Mahabubabad,Kharif,Ginger,2020,2.0,18.0,9.0
Telangana,Mahabubabad,Kharif,Ginger,2021,1.0,9.0,9.0
Telangana,Medak,Kharif,Ginger,2020,3.0,27.0,9.0
Telangana,Medak,Kharif,Ginger,2021,2.0,19.0,9.5
Telangana,Medak,Rabi,Ginger,2020,1.0,9.0,9.0
Telangana,Medchal,Rabi,Ginger,2021,5.0,47.0,9.4
Telangana,Mulugu,Kharif,Ginger,2021,1.0,9.0,9.0
Telangana,Nirmal,Kharif,Ginger,2020,5.0,45.0,9.0
Telangana,Nirmal,Kharif,Ginger,2021,1.0,9.0,9.0
Telangana,Nirmal,Kharif,Ginger,2022,1.0,9.0,9.0
Telangana,Nirmal,Rabi,Ginger,2021,1.0,9.0,9.0
Telangana,Nizamabad,Kharif,Ginger,2021,1.0,9.0,9.0
Telangana,Peddapalli,Kharif,Ginger,2020,4.0,36.0,9.0
Telangana,Peddapalli,Kharif,Ginger,2021,3.0,28.0,9.33
Telangana,Rajanna,Kharif,Ginger,2020,1.0,9.0,9.0
Telangana,Rajanna,Kharif,Ginger,2021,1.0,9.0,9.0
Telangana,Rangareddi,Kharif,Ginger,2020,15.0,134.0,8.93
Telangana,Rangareddi,Kharif,Ginger,2021,5.0,99.0,19.8
Telangana,Rangareddi,Rabi,Ginger,2020,2.0,18.0,9.0
Telangana,Sangareddy,Kharif,Ginger,2018,1601.0,11069.0,6.91
Telangana,Sangareddy,Kharif,Ginger,2019,2319.0,15308.0,6.6
Telangana,Sangareddy,Kharif,Ginger,2020,2273.0,21514.0,9.47
Telangana,Sangareddy,Kharif,Ginger,2021,1438.0,13578.0,9.44
Telangana,Sangareddy,Kharif,Ginger,2022,757.0,6737.0,8.9
Telangana,Sangareddy,Rabi,Ginger,2021,108.0,1020.0,9.44
Telangana,Sangareddy,Rabi,Ginger,2022,21.0,187.0,8.9
Telangana,Siddipet,Kharif,Ginger,2018,7.0,48.0,6.86
Telangana,Siddipet,Kharif,Ginger,2020,2.0,18.0,9.0
Telangana,Siddipet,Kharif,Ginger,2021,7.0,66.0,9.43
Telangana,Siddipet,Kharif,Ginger,2022,2.0,18.0,9.0
Telangana,Siddipet,Rabi,Ginger,2018,6.0,41.0,6.83
Telangana,Siddipet,Rabi,Ginger,2020,2.0,18.0,9.0
Telangana,Siddipet,Rabi,Ginger,2021,3.0,28.0,9.33
Telangana,Suryapet,Kharif,Ginger,2020,1.0,9.0,9.0
Telangana,Suryapet,Kharif,Ginger,2021,1.0,9.0,9.0
Telangana,Vikarabad,Kharif,Ginger,2018,2.0,14.0,7.0
Telangana,Vikarabad,Kharif,Ginger,2019,71.0,469.0,6.61
Telangana,Vikarabad,Kharif,Ginger,2020,232.0,811.0,3.5
Telangana,Vikarabad,Kharif,Ginger,2021,106.0,1028.0,9.7
Telangana,Vikarabad,Kharif,Ginger,2022,55.0,523.0,9.51
Telangana,Vikarabad,Rabi,Ginger,2020,4.0,14.0,3.5
Telangana,Vikarabad,Rabi,Ginger,2021,8.0,78.0,9.75
Telangana,Vikarabad,Rabi,Ginger,2022,2.0,19.0,9.5
Telangana,Warangal,Kharif,Ginger,2018,3.0,21.0,7.0
Telangana,Warangal,Kharif,Ginger,2019,1.0,7.0,7.0
Telangana,Warangal,Kharif,Ginger,2020,10.0,89.0,8.9
Telangana,Warangal,Kharif,Ginger,2021,1.0,9.0,9.0
Telangana,Warangal,Rabi,Ginger,2018,2.0,14.0,7.0
Telangana,Warangal urban,Kharif,Ginger,2021,1.0,9.0,9.0
Telangana,Yadadri,Kharif,Ginger,2020,4.0,36.0,9.0
Telangana,Yadadri,Kharif,Ginger,2021,1.0,9.0,9.0
Telangana,Yadadri,Kharif,Ginger,2022,1.0,9.0,9.0
Telangana,Adilabad,Kharif,Gram,2022,4.0,6.0,1.5
Telangana,Adilabad,Rabi,Gram,2018,25311.0,47028.0,1.86
Telangana,Adilabad,Rabi,Gram,2019,34397.0,56694.0,1.65
Telangana,Adilabad,Rabi,Gram,2020,31005.0,56541.0,1.82
Telangana,Adilabad,Rabi,Gram,2021,36353.0,52821.0,1.45
Telangana,Adilabad,Rabi,Gram,2022,43620.0,70054.0,1.61
Telangana,Bhadradri,Rabi,Gram,2020,4.0,7.0,1.75
Telangana,Bhadradri,Rabi,Gram,2021,16.0,23.0,1.44
Telangana,Bhadradri,Rabi,Gram,2022,4.0,6.0,1.5
Telangana,Jagitial,Rabi,Gram,2018,125.0,196.0,1.57
Telangana,Jagitial,Rabi,Gram,2019,480.0,735.0,1.53
Telangana,Jagitial,Rabi,Gram,2020,405.0,674.0,1.66
Telangana,Jagitial,Rabi,Gram,2021,308.0,476.0,1.55
Telangana,Jagitial,Rabi,Gram,2022,108.0,222.0,2.06
Telangana,Jangoan,Kharif,Gram,2022,2.0,2.0,1.0
Telangana,Jangoan,Rabi,Gram,2018,219.0,344.0,1.57
Telangana,Jangoan,Rabi,Gram,2019,113.0,173.0,1.53
Telangana,Jangoan,Rabi,Gram,2020,120.0,203.0,1.69
Telangana,Jangoan,Rabi,Gram,2021,133.0,71.0,0.53
Telangana,Jangoan,Rabi,Gram,2022,8.0,8.0,1.0
Telangana,Jayashankar,Kharif,Gram,2021,6.0,8.0,1.33
Telangana,Jayashankar,Rabi,Gram,2018,229.0,359.0,1.57
Telangana,Jayashankar,Rabi,Gram,2019,72.0,110.0,1.53
Telangana,Jayashankar,Rabi,Gram,2020,35.0,57.0,1.63
Telangana,Jayashankar,Rabi,Gram,2021,9.0,13.0,1.44
Telangana,Jayashankar,Rabi,Gram,2022,12.0,19.0,1.58
Telangana,Jogulamba,Rabi,Gram,2018,13653.0,5611.0,0.41
Telangana,Jogulamba,Rabi,Gram,2019,7113.0,7944.0,1.12
Telangana,Jogulamba,Rabi,Gram,2020,6425.0,10831.0,1.69
Telangana,Jogulamba,Rabi,Gram,2021,7969.0,11300.0,1.42
Telangana,Jogulamba,Rabi,Gram,2022,6200.0,9164.0,1.48
Telangana,Kamareddy,Rabi,Gram,2018,16960.0,27424.0,1.62
Telangana,Kamareddy,Rabi,Gram,2019,26618.0,41766.0,1.57
Telangana,Kamareddy,Rabi,Gram,2020,40122.0,70392.0,1.75
Telangana,Kamareddy,Rabi,Gram,2021,41459.0,58913.0,1.42
Telangana,Kamareddy,Rabi,Gram,2022,35633.0,55873.0,1.57
Telangana,Karimnagar,Rabi,Gram,2018,291.0,457.0,1.57
Telangana,Karimnagar,Rabi,Gram,2019,140.0,214.0,1.53
Telangana,Karimnagar,Rabi,Gram,2020,88.0,148.0,1.68
Telangana,Karimnagar,Rabi,Gram,2021,167.0,142.0,0.85
Telangana,Karimnagar,Rabi,Gram,2022,19.0,20.0,1.05
Telangana,Khammam,Kharif,Gram,2021,5.0,7.0,1.4
Telangana,Khammam,Rabi,Gram,2018,22.0,35.0,1.59
Telangana,Khammam,Rabi,Gram,2019,10.0,16.0,1.6
Telangana,Khammam,Rabi,Gram,2020,33.0,55.0,1.67
Telangana,Khammam,Rabi,Gram,2021,47.0,66.0,1.4
Telangana,Khammam,Rabi,Gram,2022,15.0,24.0,1.6
Telangana,Komaram bheem asifabad,Rabi,Gram,2018,1310.0,2313.0,1.77
Telangana,Komaram bheem asifabad,Rabi,Gram,2019,2545.0,1924.0,0.76
Telangana,Komaram bheem asifabad,Rabi,Gram,2020,2543.0,2182.0,0.86
Telangana,Komaram bheem asifabad,Rabi,Gram,2021,2990.0,3989.0,1.33
Telangana,Komaram bheem asifabad,Rabi,Gram,2022,3188.0,4205.0,1.32
Telangana,Mahabubabad,Rabi,Gram,2020,8.0,12.0,1.5
Telangana,Mahabubabad,Rabi,Gram,2021,10.0,14.0,1.4
Telangana,Mahabubabad,Rabi,Gram,2022,4.0,6.0,1.5
Telangana,Mahbubnagar,Rabi,Gram,2019,5.0,7.0,1.4
Telangana,Mahbubnagar,Rabi,Gram,2020,20.0,34.0,1.7
Telangana,Mahbubnagar,Rabi,Gram,2021,66.0,93.0,1.41
Telangana,Mahbubnagar,Rabi,Gram,2022,2.0,3.0,1.5
Telangana,Mancherial,Rabi,Gram,2018,212.0,333.0,1.57
Telangana,Mancherial,Rabi,Gram,2019,159.0,243.0,1.53
Telangana,Mancherial,Rabi,Gram,2020,104.0,173.0,1.66
Telangana,Mancherial,Rabi,Gram,2021,172.0,254.0,1.48
Telangana,Mancherial,Rabi,Gram,2022,75.0,118.0,1.57
Telangana,Medak,Kharif,Gram,2022,3.0,3.0,1.0
Telangana,Medak,Rabi,Gram,2018,281.0,338.0,1.2
Telangana,Medak,Rabi,Gram,2019,418.0,395.0,0.94
Telangana,Medak,Rabi,Gram,2020,385.0,641.0,1.66
Telangana,Medak,Rabi,Gram,2021,740.0,875.0,1.18
Telangana,Medak,Rabi,Gram,2022,349.0,304.0,0.87
Telangana,Medchal,Rabi,Gram,2018,66.0,104.0,1.58
Telangana,Medchal,Rabi,Gram,2019,24.0,37.0,1.54
Telangana,Medchal,Rabi,Gram,2020,6.0,9.0,1.5
Telangana,Medchal,Rabi,Gram,2021,6.0,8.0,1.33
Telangana,Medchal,Rabi,Gram,2022,2.0,3.0,1.5
